Tipo Vehiculo,Marca,Modelo,Pais,Especificacion,Año,Valor
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: CARRERA GTS CONVERTIBLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$97,450.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: CARRERA S || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$72,416.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: CARRERA S CONVERTIBLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: FWD || ,2023,"$77,691.34"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: CARRERA T || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$63,687.50"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: DAKAR || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$111,000.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: GT3 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 4000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$100,327.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: GT3 RS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 4000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$107,642.64"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: GT3 TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 4000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$100,327.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: SPIRIT 70 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$107,034.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: SPORT CLASSIC I I || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3800 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$114,653.85"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TARGA 4 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$63,467.93"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TARGA 4 GTS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$73,439.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TARGA 4 GTS||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 2||PUERTAS: 2||TRACCION: RWD||,2023,"$85,500.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TARGA 4 S || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$71,677.78"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TARGA 4S CONVERTIBLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$90,100.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TURBO 50 YEAR || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3745 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$116,572.63"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TURBO S  || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$114,946.00"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TURBO S CONVERTIBLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION: AWD || ,2023,"$120,899.55"
AUTOMOVIL,Porsche,911,ALEMANIA,SERIE: TURBO||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3700||PASAJEROS: 2||PUERTAS: 2||TRACCION:  AWD||,2023,"$98,600.00"
AUTOMOVIL,Porsche,718 BOXSTER,ALEMANIA,COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 4000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || SERIE: GTS 4.0 || ,2023,"$50,900.00"
AUTOMOVIL,Porsche,718 BOXSTER,ALEMANIA,PUERTAS: 2 || TRACCION:  RWD || PASAJEROS: 2 || CC: 2000 || CILINDROS: 4 || COMBUSTIBLE: GASOLINA || SERIE: T || ,2023,"$37,300.00"
AUTOMOVIL,Porsche,718 BOXSTER,ALEMANIA,SERIE: S || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2500 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$43,450.00"
AUTOMOVIL,Porsche,718 BOXSTER,ALEMANIA,SERIE: SPYDER || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 4000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$43,209.69"
AUTOMOVIL,Porsche,718 BOXSTER,ALEMANIA,SERIE: SPYDER RS ||COMBUSTIBLE: GASOLINA ||CILINDROS: 6||CC: 4000||PASAJEROS: 2||PUERTAS: 2||TRACCION: RWD ||,2023,"$82,100.00"
AUTOMOVIL,Porsche,718 BOXSTER,ALEMANIA,SERIE: STYLE EDITION ||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 2000||PASAJEROS: 2||PUERTAS: 2||TRACCION: RWD||,2023,"$40,650.00"
AUTOMOVIL,Porsche,718 BOXSTER,ALEMANIA,TRACCION:  RWD || PUERTAS: 2 || PASAJEROS: 2 || CC: 2000 || CILINDROS: 4 || SERIE: BASE || COMBUSTIBLE: GASOLINA || ,2023,"$37,450.00"
AUTOMOVIL,Porsche,718 CAYMAN,ALEMANIA,SERIE: COUPE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$36,400.00"
AUTOMOVIL,Porsche,718 CAYMAN,ALEMANIA,SERIE: GT4 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3800 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$53,250.00"
AUTOMOVIL,Porsche,718 CAYMAN,ALEMANIA,SERIE: GTS 4.0 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 4000 || PASAJEROS: 2 || PUERTAS: 2 || TRACCION:  RWD || ,2023,"$49,850.00"
AUTOMOVIL,Porsche,718 CAYMAN,ALEMANIA,SERIE: S||COMBUSTIBLE: GASOLINA||CILINDRO: 4||CC: 2500||PASAJEROS: 2||PUERTAS: 2||TRACCION: RWD||,2023,"$42,400.00"
AUTOMOVIL,Porsche,718 CAYMAN,ALEMANIA,SERIE: T||COMBUSTIBLE: GASOLINA||CILINDRO: 4||CC: 2000||PASAJEROS: 2||PUERTAS: 2||TRACCION: RWD||,2023,"$36,250.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2023,"$38,883.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: COUPE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$38,272.50"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: COUPE PLATINUM EDITION || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$37,727.48"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: COUPE TURBO || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$69,750.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: GTS || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$55,979.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: GTS COUPE || CILINDROS: 8 || CC: 4000 || PASAJEROS: 4 || PUERTAS: 5 || TRACCION: AWD || COMBUSTIBLE: GASOLINA || ,2023,"$55,476.50"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: PLATINUM EDITION || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$33,662.23"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: S || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION:  4WD || ,2023,"$45,450.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: S || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$48,987.50"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: S COUPE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2023,"$47,600.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: S COUPE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$55,050.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: S PLATINUM Coupe||COMBUSTIBLE: GASOLINA||CILINDRO: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 5||TRACCION: AWD||,2023,"$48,650.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: S PLATINUM||COMBUSTIBLE: GASOLINA||CILINDRO: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 5||TRACCION: AWD||,2023,"$47,550.00"
JEEPETA,Porsche,Cayenne,ALEMANIA,SERIE: TURBO || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION:  4WD || ,2023,"$63,900.00"
JEEPETA ,Porsche,Cayenne,ALEMANIA,SERIE: TURBO GT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$96,194.85"
JEEPETA,Porsche,MACAN,ALEMANIA,"SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ",2023,"$26,786.00"
JEEPETA,Porsche,MACAN,ALEMANIA,SERIE: GTS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2023,"$40,921.50"
JEEPETA,Porsche,MACAN,ALEMANIA,SERIE: S || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2023,"$38,006.50"
JEEPETA,Porsche,MACAN,ALEMANIA,SERIE: S || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2023,"$38,006.50"
JEEPETA,Porsche,MACAN,ALEMANIA,SERIE: T  ||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 1984||PASAJEROS: 5||PUERTAS: 5||TRACCION: AWD||,2023,"$28,047.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,CILINDROS: 6 || CC: 2900 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: AWD || COMBUSTIBLE: GASOLINA || SERIE: 4 EXECUTIVE || ,2023,"$51,850.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: AWD || SERIE: 4 SPORT TURISMO || ,2023,"$51,600.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,PUERTAS: 4 || TRACCION: AWD || PASAJEROS: 5 || CC: 2900 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || SERIE: 4 EXECUTIVE || ,2023,"$51,850.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: 4 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: AWD || CC: 2900 || ,2023,"$56,650.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: 4 PLATINUM EDITION||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 2900||PASAJEROS: 4||PUERTAS: 4||TRACCION: AWD||,2023,"$55,250.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: 4S || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PUERTAS: 4 || TRACCION: 4WD || PASAJEROS: 4 || ,2023,"$55,450.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: 4S EXECUTIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: 4WD || ,2023,"$61,100.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: 4S SPORT TURISMO || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: 4WD || ,2023,"$58,550.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: RWD || ,2023,"$53,150.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: GTS || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2023,"$75,666.50"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: GTS SPORT TURISMO || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: AWD || ,2023,"$70,700.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: PLATINUM EDITION || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2900 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ,2023,"$53,150.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: PLATINUM EDITION||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 2900||PASAJEROS: 4||PUERTAS: 4||TRACCION: 4WD||,2023,"$55,250.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: TURBO S || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2023,"$86,729.14"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: TURBO S EXECUTIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2023,"$98,400.00"
AUTOMOVIL,Porsche,PANAMERA,ALEMANIA,SERIE: TURBO S SPORT TURISMO || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2023,"$95,200.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS:  CREW ||SERIE:  LARAMIE ||COMBUSTIBLE:  GASOLINA ||CILINDROS: 6||CC: 3000||PASAJEROS: 6||TRACCION:  4X2 ||PUERTAS: 4||PESODECARGA: 3.17||EJES: 2||,2023,"$28,649.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: BIG HORN  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6  || PASAJEROS: 4  || CC: 3600  || TRACCION: 4X2  || PUERTAS: 4  || PESODECARGA: 3.17  || EJES: 2 || ,2023,"$23,714.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: BIG HORN  || COMBUSTIBLE: GASOLINA  || CILINDROS: 8  || CC: 5700  || PASAJEROS: 4  || TRACCION: 4X2  || PUERTAS: 4  || PESODECARGA: 3.17  || EJES: 2 || ,2023,"$25,046.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: BIG HORN  || COMBUSTIBLE: GASOLINA  || CILINDROS: 8  || CC: 5700  || PASAJEROS: 4  || TRACCION: 4X4 || PUERTAS: 4  || PESODECARGA: 3.17  || EJES: 2 || ,2023,"$26,684.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: BIG HORN || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$25,352.50"
CAMIONETA,RAM,1500,MÉXICO,CABINAS: CREW || SERIE: BIGHORN || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$26,684.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: EXPRESS || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.1 || EJES: 2 || ,2023,"$22,832.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LARAMIE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6  || CC: 3600  || PASAJEROS: 5  || TRACCION: 4X2 || PUERTAS: 4  || PESODECARGA: 3.17  || EJES: 2 || ,2023,"$25,310.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LARAMIE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6  || CC: 3600  || PASAJEROS: 5  || TRACCION: 4X4 || PUERTAS: 4  || PESODECARGA: 3.17  || EJES: 2 || ,2023,"$27,031.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LARAMIE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 8  || CC: 5700  || PASAJEROS: 5  || TRACCION: 4X2  || PUERTAS: 4  || PESODECARGA: 3.17  || EJES: 2 || ,2023,"$26,832.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LARAMIE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$28,553.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LIMITED  || COMBUSTIBLE: GASOLINA  || CILINDROS: 8  || CC: 5700  || PASAJEROS: 5  || TRACCION: 4X2  || PUERTAS: 4  || PESODECARGA: 6.95  || EJES: 2 || ,2023,"$30,249.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LIMITED  || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.1 || EJES: 2 || ,2023,"$38,202.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 6.95 || EJES: 2 || ,2023,"$31,967.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LONE STAR || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$24,881.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: LONGHORN || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.1 || EJES: 2 || ,2023,"$38,450.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,"CABINAS: CREW || SERIE: LONGHORN || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ",2023,"$28,370.50"
CAMIONETA ,RAM,1500,ESTADOS UNIDOS,"CABINAS: CREW || SERIE: REBEL  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6  || CC: 3,000  || PASAJEROS: 5  || TRACCION: 4X4 || PUERTAS: 4  || PESODECARGA: 3.1  || EJES: 2 || ",2023,"$32,722.50"
CAMIONETA ,RAM,1500,ESTADOS UNIDOS,"CABINAS: CREW || SERIE: REBEL  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6  || CC: 3,600  || PASAJEROS: 6  || TRACCION: 4X4 || PUERTAS: 4  || PESODECARGA: 3.1  || EJES: 2 || ",2023,"$27,588.50"
CAMIONETA ,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: REBEL  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6  || CC: 3600  || PASAJEROS: 6  || TRACCION: 4X2 || PUERTAS: 4  || PESODECARGA: 3.1  || EJES: 2 || ,2023,"$25,856.00"
CAMIONETA ,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: REBEL  || COMBUSTIBLE: GASOLINA  || CILINDROS: 8  || CC: 5700  || PASAJEROS: 6  || TRACCION: 4X2 || PUERTAS: 4  || PESODECARGA: 3.1  || EJES: 2 || ,2023,"$27,378.50"
CAMIONETA ,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: REBEL  || COMBUSTIBLE: GASOLINA || CILINDROS: 8  || CC: 5700  || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4  || PESODECARGA: 3.1  || EJES: 2 || ,2023,"$29,111.00"
CAMIONETA ,RAM,1500,ESTADOS UNIDOS,"CABINAS: CREW || SERIE: RHO  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6  || CC: 3,000  || PASAJEROS: 5  || TRACCION: 4X4 || PUERTAS: 4  || PESODECARGA: 3.1  || EJES: 2 || ",2023,"$36,897.50"
CAMIONETA,RAM,1500,MÉXICO,CABINAS: CREW || SERIE: SLT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 3.1 || EJES: 2 || ,2023,"$23,242.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: SLT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$23,242.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: SLT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$25,167.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: TRADESMAN  || COMBUSTIBLE: GASOLINA || CILINDROS: 6  || CC: 3600  || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4  || PESODECARGA: 3.17  || EJES: 2 || ,2023,"$23,172.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: TRADESMAN || COMBUSTIBLE: DIESEL || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$23,952.50"
CAMIONETA,RAM,1500,MÉXICO,CABINAS: CREW || SERIE: TRADESMAN || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.1 || EJES: 2 || ,2023,"$23,172.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: TRADESMAN || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 6 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$21,537.00"
CAMIONETA,RAM,1500,MÉXICO,CABINAS: CREW || SERIE: TRADESMAN || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$22,869.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: TRADESMAN || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$22,869.00"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: TRADESMAN || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.17 || EJES: 2 || ,2023,"$24,504.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,"CABINAS: CREW || SERIE: TRX || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 6,200 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.1 || EJES: 2 || ",2023,"$37,059.50"
CAMIONETA,RAM,1500,ESTADOS UNIDOS,CABINAS: CREW || SERIE: WARLOCK || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 3.1 || EJES: 2 || ,2023,"$25,944.50"
